Bellanca_CH-400_Skyrocket	AviaBellanca_Aircraft	link	12
American_Champion_Citabria	AviaBellanca_Aircraft	link	29
other-external	AviaBellanca_Aircraft	external	15
other-search	AviaBellanca_Aircraft	external	664
Transatlantic_flight	AviaBellanca_Aircraft	link	13
Bellanca_Aircruiser	AviaBellanca_Aircraft	link	26
other-empty	AviaBellanca_Aircraft	external	246
other-internal	AviaBellanca_Aircraft	external	63
List_of_aircraft_manufacturers:_B-C	AviaBellanca_Aircraft	link	13
Arcola,_Alabama	Aigleville,_Alabama	link	12
Vine_and_Olive_Colony	Aigleville,_Alabama	link	13
List_of_ghost_towns_in_Alabama	Aigleville,_Alabama	link	63
